STATE,STATEABBRV,COUNTY,AVLN_RISKR,CFLD_RISKR,CWAV_RISKR,DRGT_RISKR,ERQK_RISKR,HAIL_RISKR,HWAV_RISKR,HRCN_RISKR,ISTM_RISKR,LNDS_RISKR,LTNG_RISKR,RFLD_RISKR,SWND_RISKR,TRND_RISKR,TSUN_RISKR,VLCN_RISKR,WFIR_RISKR,WNTW_RISKR
Wisconsin,WI,Jefferson,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively High,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Juneau,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Kenosha,Not Applicable,Very Low,Very High,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively High,Relatively Low,Relatively High,Relatively High,Insufficient Data,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Kewaunee,Not Applicable,Very Low,Relatively Moderate,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,La Crosse,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively High,Relatively Moderate,Not Applicable,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Lafayette,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Langlade,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Not Applicable,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Lincoln,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,No Rating,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Manitowoc,Not Applicable,No Rating,Relatively High,No Rating,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Marathon,Not Applicable,Not Applicable,Relatively High,No Rating,Very Low,Very Low,Relatively Moderate,Not Applicable,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Marinette,Not Applicable,No Rating,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Marquette,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Menominee,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Very Low,Not Applicable,Very Low,Relatively Low,Relatively Low,No Rating,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Wisconsin,WI,Milwaukee,Not Applicable,Very Low,Very High,Very Low,Relatively Low,Relatively Moderate,Relatively High,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively High,Relatively High,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Monroe,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Oconto,Not Applicable,Very Low,Relatively Moderate,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Oneida,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Very Low,No Rating,Not Applicable,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Outagamie,Not Applicable,Not Applicable,Relatively High,No Rating,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Ozaukee,Not Applicable,Very Low,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Pepin,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Pierce,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively High,Relatively Moderate,Not Applicable,Relatively Moderate,Relatively Moderate,Relatively Moderate,Very Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Polk,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Wisconsin,WI,Portage,Not Applicable,Not Applicable,Relatively High,No Rating,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Price,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Racine,Not Applicable,Very Low,Relatively High,Very Low,Very Low,Very Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively High,Relatively Low,Relatively High,Relatively High,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Richland,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Rock,Not Applicable,Not Applicable,Very High,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively High,Relatively Moderate,Relatively High,Relatively Low,Relatively High,Relatively High,Not Applicable,Not Applicable,Very Low,Relatively High
Wisconsin,WI,Rusk,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,St. Croix,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Relatively High,Relatively Moderate,Relatively High,Very Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Wisconsin,WI,Sauk,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Sawyer,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Wisconsin,WI,Shawano,Not Applicable,Not Applicable,Relatively High,No Rating,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Sheboygan,Not Applicable,Very Low,Relatively High,No Rating,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Taylor,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Trempealeau,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Vernon,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Vilas,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,No Rating,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Walworth,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Very Low,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Washburn,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Washington,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Wisconsin,WI,Waukesha,Not Applicable,Not Applicable,Very High,Very Low,Very Low,Relatively High,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Relatively Low,Relatively High
Wisconsin,WI,Waupaca,Not Applicable,Not Applicable,Relatively High,No Rating,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Wisconsin,WI,Waushara,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Wisconsin,WI,Winnebago,Not Applicable,Not Applicable,Relatively High,No Rating,Very Low,Relatively High,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wisconsin,WI,Wood,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wyoming,WY,Albany,Very Low,Not Applicable,Very High,No Rating,Very Low,Very Low,No Rating,Not Applicable,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Wyoming,WY,Big Horn,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Very Low,Not Applicable,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wyoming,WY,Campbell,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively High
Wyoming,WY,Carbon,Very Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,No Rating,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Wyoming,WY,Converse,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Very Low,No Rating,Not Applicable,Very Low,Relatively Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate
Wyoming,WY,Crook,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,No Rating,Not Applicable,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Wyoming,WY,Fremont,Very High,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Very Low,No Rating,Not Applicable,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low
Wyoming,WY,Goshen,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Moderate,No Rating,Not Applicable,Very Low,Relatively Low,Relatively Low,No Rating,Very Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Wyoming,WY,Hot Springs,Very Low,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,No Rating,Not Applicable,Very Low,Relatively High,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Wyoming,WY,Johnson,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Wyoming,WY,Laramie,Not Applicable,Not Applicable,Very High,Very Low,Very Low,Relatively High,No Rating,Not Applicable,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively High
Wyoming,WY,Lincoln,Very High,Not Applicable,Relatively Low,Very Low,Relatively Moderate,Very Low,No Rating,Not Applicable,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Wyoming,WY,Natrona,Very Low,Not Applicable,Relatively High,Very Low,Relatively Low,Very Low,No Rating,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low
Wyoming,WY,Niobrara,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,No Rating,Not Applicable,Very Low,Relatively Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Wyoming,WY,Park,Relatively Low,Not Applicable,Relatively High,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Relatively Low,Relatively High,Relatively Moderate,Relatively Low,Very Low,Very Low,Not Applicable,No Rating,Relatively Low,Very Low
Wyoming,WY,Platte,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Very Low,No Rating,Not Applicable,Very Low,Relatively Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Wyoming,WY,Sheridan,Very Low,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Not Applicable,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Wyoming,WY,Sublette,Very High,Not Applicable,Relatively Low,Very Low,Relatively Low,Very Low,No Rating,Not Applicable,Very Low,Relatively Moderate,Relatively Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Moderate,Very Low
